url,title,published,outlet,title_was_encoded,keywords_matched,keyword_stances,n_keywords,n_support,n_backlash,has_hashtag_term,article_stance,article_type,source_country,year,status,chars
https://ubr.ua/market/agricultural-market/krupnejshaja-v-ukraine-molochnaja-hruppa-nachala-postavki-masla-v-kitaj-3871560,,2018-06-14 08:15:00 UTC,ubr.ua,False,masla,masla [Backlash],1,0,1,False,Backlash,News/Reporting,Ukraine,2018,FETCH_FAILED,0
https://www.cbs19.tv/article/news/nation-now/ny-ag-eric-schneiderman-metoo-champion-accused-of-violence-called-on-to-resign/465-2559a7e9-76d6-4198-9389-bf5aceb6a9c5,,2018-05-08 01:45:00 UTC,cbs19.tv,False,#MeToo,#MeToo [Support],1,1,0,True,Support,News/Reporting,Tuvalu,2018,FETCH_FAILED,0
http://www.acritica.net/noticias/juiz-decreta-prisao-preventiva-de-autor-de-feminicidio-em-costa-rica-3/366112/,,2019-03-20 01:45:00 UTC,acritica.net,False,feminicidio,feminicidio [Support],1,1,0,False,Support,News/Reporting,Brazil,2019,FETCH_FAILED,0
http://www.news.com.au/entertainment/celebrity-life/jennifer-lopez-shares-metoo-story-i-was-terrified/news-story/c7b99ef1d7d084ad4dbb5a94071d8b0f,,2018-03-16 10:15:00 UTC,news.com.au,False,#MeToo,#MeToo [Support],1,1,0,True,Support,News/Reporting,Australia,2018,FETCH_FAILED,0
https://www.mittelbayerische.de/region/schwandorf-nachrichten/aus-rufmord-wurde-eine-hexenjagd-21416-art1826999.html,,2019-09-16 08:45:00 UTC,mittelbayerische.de,False,Hexenjagd,Hexenjagd [Backlash],1,0,1,False,Backlash,News/Reporting,Germany,2019,FETCH_FAILED,0
http://www.ejecentral.com.mx/nomecuidanmeviolan-irrumpen-bunker-de-la-pgj-por-presunta-violacion-por-parte-de-policias/,,2019-08-12 22:00:00 UTC,ejecentral.com.mx,False,#NoMeCuidanMeViolan,#NoMeCuidanMeViolan [Support],1,1,0,True,Support,News/Reporting,Mexico,2019,OK,3525
http://elpaisonline.com/index.php/2013-01-15-14-16-26/cronica/item/283633-condenan-al-feminicida-que-origino-niunamenos,,2018-03-05 05:30:00 UTC,elpaisonline.com,False,#NiUnaMenos,#NiUnaMenos [Support],1,1,0,True,Support,News/Reporting,Bolivia,2018,FETCH_FAILED,0
http://www.linternaute.com/actualite/depeche/afp/17/1760696/transat-jacques-vabre-le-skipper-omanais-soupconne-de-viol-toujours-en-garde-a-vue.shtml,,2017-11-05 17:45:00 UTC,linternaute.com,False,viol,viol [Support],1,1,0,False,Support,News/Reporting,France,2017,FETCH_FAILED,0
http://norran.se/noje-kultur/metoo-aktion-kritiseras-980678,,2018-02-17 12:45:00 UTC,norran.se,False,#MeToo,#MeToo [Support],1,1,0,True,Support,News/Reporting,Sweden,2018,FETCH_FAILED,0
https://www.nytimes.com/2019/09/06/nyregion/sexual-harassment-metoo-lawsuit.html,,2019-09-06 08:00:00 UTC,nytimes.com,False,#MeToo,#MeToo [Support],1,1,0,True,Support,News/Reporting,United States,2019,FETCH_FAILED,0
http://fremonttribune.com/news/national/california-lawmakers-struggle-with-metoo-as-senator-resigns/image_59659aff-c71b-5e9e-9afa-4b1bb59d1ea0.html,,2018-02-23 10:00:00 UTC,fremonttribune.com,False,#MeToo,#MeToo [Support],1,1,0,True,Support,News/Reporting,United States,2018,FETCH_FAILED,0
http://www.supertalk1570.com/news/dem-congressman-told-by-accuser-a-year-ago-that-fairfax-had-metoo-allegation-sources-say/,,2019-02-07 15:30:00 UTC,supertalk1570.com,False,#MeToo,#MeToo [Support],1,1,0,True,Support,News/Reporting,UNKNOWN,2019,FETCH_FAILED,0
https://fr.reuters.com/article/frEuroRpt/idFRP6N28801A,France Telecom et Didier Lombard condamnés pour harcèlement moral,2019-12-20 10:45:00 UTC,reuters.com,True,harcèlement,harcèlement [Support],1,1,0,False,Support,News/Reporting,United States,2019,FETCH_FAILED,0
